epoch,Discriminator loss,Generator loss
0,-3.6111884117126465,18.744335174560547
1,0.5399565696716309,5.14113712310791
2,0.7594168782234192,3.075866937637329
3,1.49799382686615,5.553539276123047
4,0.18661899864673615,3.2666008472442627
5,0.4089342951774597,0.8571079969406128
6,1.118586540222168,1.185225248336792
7,0.4158717691898346,3.0840752124786377
8,0.23330475389957428,2.765793800354004
9,0.34484291076660156,2.787753105163574
10,0.2204764187335968,3.3029894828796387
11,0.2612910866737366,1.8949861526489258
12,0.23079825937747955,1.806251883506775
13,0.36386290192604065,2.2601542472839355
14,0.5056395530700684,1.1431244611740112
15,0.6540714502334595,1.8396681547164917
16,0.40843379497528076,1.4752615690231323
17,0.5051040053367615,2.2767229080200195
18,0.362057089805603,1.1413646936416626
19,0.4766194224357605,1.2610033750534058
20,0.5001289248466492,1.573060154914856
21,0.575944721698761,1.184287667274475
22,0.5283830761909485,0.7082637548446655
23,0.5220240950584412,1.987883448600769
24,0.9048585295677185,0.6306349039077759
25,0.574252188205719,0.7400798201560974
26,0.542385458946228,1.4111820459365845
27,0.3285703957080841,1.210317850112915
28,0.5492727756500244,1.9071224927902222
29,0.5997905135154724,1.3586981296539307
30,0.3596676290035248,1.060095191001892
31,0.24103696644306183,0.9912350177764893
32,0.5211179256439209,1.1720792055130005
33,0.49005645513534546,1.5037522315979004
34,0.4763459861278534,1.7979778051376343
35,0.36532145738601685,1.2098057270050049
36,0.594383955001831,1.1932878494262695
37,0.5955528020858765,1.5049091577529907
38,0.6852552890777588,0.9600110650062561
39,0.37386202812194824,1.1561747789382935
40,0.7397087216377258,1.3525422811508179
41,0.5776844620704651,1.4668731689453125
42,0.5128951668739319,1.1052714586257935
43,0.625555694103241,1.8203558921813965
44,0.26947566866874695,0.8832690715789795
45,0.7098219990730286,0.9145020246505737
46,0.49505603313446045,1.7620975971221924
47,0.42150425910949707,1.2338749170303345
48,0.7256913781166077,1.543869972229004
49,0.6679753661155701,1.616125226020813
50,0.6743605732917786,1.8369526863098145
51,0.5702171325683594,1.9800382852554321
52,0.6409404873847961,1.3201791048049927
53,0.7485349774360657,1.2264248132705688
54,0.7199938893318176,1.397225022315979
55,0.8158242106437683,1.8019236326217651
56,0.569323718547821,1.0067039728164673
57,0.5162631869316101,1.2972934246063232
58,0.5348642468452454,1.135388970375061
59,0.5704876780509949,0.9742142558097839
60,0.6692211031913757,1.2618374824523926
61,0.6913340091705322,1.078874111175537
62,0.669922947883606,0.7176357507705688
63,0.6772028207778931,1.4179959297180176
64,0.6419246196746826,0.9511233568191528
65,0.6758532524108887,1.4344843626022339
66,0.6848447918891907,0.7759898900985718
67,0.5561495423316956,0.8563263416290283
68,0.4903056025505066,1.1821767091751099
69,0.5829101204872131,0.9305670857429504
70,0.5928459763526917,1.375787377357483
71,0.643686056137085,1.1306736469268799
72,0.4353533983230591,1.2536113262176514
73,0.6828921437263489,1.0545916557312012
74,0.6896593570709229,0.6963579058647156
75,0.5958569049835205,1.1105351448059082
76,0.532995343208313,1.0929381847381592
77,0.4865137040615082,1.102879285812378
78,0.4788001775741577,1.2395156621932983
79,0.6997703313827515,1.243308663368225
80,0.779319703578949,0.7598235607147217
81,0.6521049737930298,0.9139935374259949
82,0.629542350769043,0.6878765821456909
83,0.6103301644325256,1.3575400114059448
84,0.3316517770290375,1.01846182346344
85,0.6303225159645081,0.7727969884872437
86,0.45652085542678833,1.1026368141174316
87,0.741111159324646,1.5928497314453125
88,0.6302377581596375,1.0409001111984253
89,0.7031200528144836,0.7571216821670532
90,0.6403383612632751,2.028355121612549
91,0.6729699969291687,0.8557701110839844
92,0.49342864751815796,1.6996333599090576
93,0.7119809985160828,0.9833640456199646
94,0.6508168578147888,1.1165947914123535
95,0.6559695601463318,0.760403573513031
96,0.621903657913208,1.1589487791061401
97,0.5762152671813965,1.3497921228408813
98,0.5063112378120422,1.016921877861023
99,0.734663724899292,0.9998357892036438
100,0.7266332507133484,1.1399247646331787
101,0.5133976340293884,0.7736355066299438
102,0.49804553389549255,0.8747844099998474
103,0.8881869316101074,1.4074575901031494
104,0.596335768699646,0.7741116881370544
105,0.7208361029624939,1.1366336345672607
106,0.7600740790367126,0.8514314889907837
107,0.7318246364593506,1.4132980108261108
108,0.8099496364593506,1.173915147781372
109,0.5860265493392944,1.1038846969604492
110,0.5457003712654114,1.180240511894226
111,0.5737581849098206,0.6715191602706909
112,0.5394765734672546,1.1354845762252808
113,0.6278547048568726,1.1055458784103394
114,0.6213590502738953,1.3965973854064941
115,0.565673828125,1.277371883392334
116,0.5665567517280579,0.7825443744659424
117,0.3889853358268738,1.6092044115066528
118,0.5907841324806213,1.123801827430725
119,0.5818359851837158,0.8963366746902466
120,0.5100759267807007,1.014390230178833
121,0.6032838821411133,1.0350209474563599
122,0.6000004410743713,1.468953251838684
123,0.6661287546157837,0.6977043151855469
124,0.7572779655456543,0.9727835655212402
125,0.9216139912605286,1.3922226428985596
126,0.5977907776832581,1.1332674026489258
127,0.6872357130050659,1.2933752536773682
128,0.516369104385376,1.0648266077041626
129,0.6349860429763794,1.0938448905944824
130,0.7187841534614563,0.8536303639411926
131,0.6003168225288391,1.2575949430465698
132,0.48361971974372864,0.8500589728355408
133,0.49354636669158936,1.1477079391479492
134,0.6671753525733948,1.231743335723877
135,0.5969751477241516,1.0318257808685303
136,0.5942148566246033,1.0670703649520874
137,0.4713045060634613,1.178931474685669
138,0.6781396269798279,0.8690624237060547
139,0.7787986993789673,1.0996527671813965
140,0.5996765494346619,1.0711321830749512
141,0.5305395722389221,1.4289671182632446
142,0.6988354325294495,0.848886251449585
143,0.5165570974349976,1.235163927078247
144,0.6439110040664673,0.8323401808738708
145,0.6908871531486511,1.1474597454071045
146,0.5899177193641663,0.9594825506210327
147,0.5797833800315857,1.4964730739593506
148,0.7857797145843506,0.6896687150001526
149,0.6600723266601562,1.2944451570510864
150,0.8081372976303101,0.6640300154685974
151,0.5985726118087769,1.1881134510040283
152,0.45012906193733215,1.2029924392700195
153,0.682546079158783,0.9893112778663635
154,0.5972377061843872,1.1534600257873535
155,0.6034910082817078,1.0137654542922974
156,0.6716248989105225,1.5808879137039185
157,0.527133047580719,0.934772253036499
158,0.4215678870677948,1.1455179452896118
159,0.709054708480835,0.8586909770965576
160,0.6322324275970459,1.0394818782806396
161,0.6410509347915649,0.9788384437561035
162,0.6899343132972717,1.0546422004699707
163,0.6927908062934875,0.9071175456047058
164,0.5304945111274719,1.2904690504074097
165,0.6828261613845825,1.0359060764312744
166,0.5358803868293762,0.9116277098655701
167,0.4703160524368286,0.8727224469184875
168,0.8000604510307312,0.9503882527351379
169,0.5224803686141968,0.7568177580833435
170,0.5852735638618469,1.3535935878753662
171,0.4445098638534546,1.1809601783752441
172,0.5964853167533875,0.9909799695014954
173,0.5081202983856201,0.5816230773925781
174,0.5529695749282837,1.434529423713684
175,0.6222941875457764,0.9291074872016907
176,0.7011158466339111,1.1331357955932617
177,0.6002131104469299,1.2612636089324951
178,0.5112974047660828,1.1751917600631714
179,0.7214088439941406,0.8156251311302185
180,0.5074689984321594,0.8205535411834717
181,0.6331412196159363,1.2270525693893433
182,0.5575793981552124,1.1834522485733032
183,0.6171419620513916,1.2155555486679077
184,0.564277708530426,0.8386488556861877
185,0.6126665472984314,1.2125592231750488
186,0.6110199093818665,1.1274396181106567
187,0.6702442765235901,0.944527268409729
188,0.6349169015884399,1.1265965700149536
189,0.6007998585700989,0.9944962859153748
190,0.5360667705535889,0.9523858428001404
191,0.45420655608177185,1.2241801023483276
192,0.6420335173606873,1.412772536277771
193,0.8676952123641968,0.9290381669998169
194,0.667855978012085,1.1087443828582764
195,0.5864229798316956,1.215003490447998
196,0.6897029280662537,1.157225489616394
197,0.4716222286224365,1.042842984199524
198,0.5688176155090332,0.962882399559021
199,0.5688060522079468,0.9169472455978394
200,0.6896675229072571,0.9919620752334595
201,0.6833264827728271,0.6466355323791504
202,0.7023958563804626,1.070314884185791
203,0.8479971289634705,1.0361251831054688
204,0.6155207753181458,1.1953098773956299
205,0.4631497263908386,1.4281367063522339
206,0.6382014155387878,0.9640616774559021
207,0.5569357872009277,1.20065176486969
208,0.6083405017852783,1.300910472869873
209,0.8588293194770813,1.215601921081543
210,0.5065974593162537,1.5375034809112549
211,0.5695452690124512,0.7981786131858826
212,0.6990220546722412,1.3137719631195068
213,0.657069981098175,0.5090975761413574
214,0.36296671628952026,0.7696292996406555
215,0.6082630753517151,0.748360812664032
216,0.8319410681724548,0.7152096033096313
217,0.7991395592689514,0.9410768747329712
218,0.6855100989341736,1.194420337677002
219,0.5892404317855835,1.3568084239959717
220,0.5245710611343384,1.7091190814971924
221,0.6938967704772949,1.265276312828064
222,0.734951913356781,1.1507989168167114
223,0.7030895948410034,0.7969253063201904
224,0.6494871377944946,1.4438886642456055
225,0.5264971256256104,1.1014454364776611
226,0.6178237795829773,1.1524112224578857
227,0.509164571762085,1.074586272239685
